GO:0032483+regulation of Rab protein signal transduction	27352,57706,8567,9909
GO:0032485+regulation of Ral protein signal transduction	55103,5863,9649
GO:0032486+Rap protein signal transduction	10411,10769,27352,2889,57826,5906,5908,5911,5912,643752,9693
GO:0032487+regulation of Rap protein signal transduction	5962,7077,867,9928
GO:0032488+Cdc42 protein signal transduction	171177,57698,58480,7454,9423,998
GO:0032489+regulation of Cdc42 protein signal transduction	19,25,335,345,348,6014,8829
GO:0032490+detection of molecule of bacterial origin	3929,721
GO:0032494+response to peptidoglycan	11213,3569,3663,55765,64170,728
GO:0032495+response to muramyl dipeptide	1432,182,22861,3663,4792,4851,55765,55914,5970,64127,64170,7128
GO:0032496+response to lipopolysaccharide	10068,10221,10225,10804,10935,10949,11019,11213,11221,114609,1147,117854,1236,1267,1268,1269,128,1312,133,1373,1439,149233,1543,1544,1594,1634,1906,1991,2056,210,2149,2241,2255,2263,2326,2353,23643,249,25819,26191,2643,2678,2679,2706,27086,2796,29,3066,3148,3248,338,342979,3454,356,3587,3592,3595,3596,3620,3654,3717,3725,3726,3727,3764,3929,3965,4016,4049,4129,4257,4258,4353,4435,4791,4842,4843,4846,4851,488,496,4988,5027,5105,5179,5336,54,54658,55122,55593,55914,55970,57162,5731,5732,5734,5737,5739,57402,5743,57539,5972,6197,6198,623,6278,6279,63826,6401,6403,6556,6590,6622,6678,6833,6863,6868,7001,7054,7056,7079,7099,728,728441,7356,7412,7867,836,841,842,8792,9076,923,9261,9536
GO:0032497+detection of lipopolysaccharide	23643,54209,7099,949
GO:0032498+detection of muramyl dipeptide	64127
GO:0032499+detection of peptidoglycan	54209
GO:0032502+developmental process	10584,10726,127540,1312,134492,1981,220074,23386,3146,3590,6441,653509,729238,78989,79641,8195,84081,84138
GO:0032506+cytokinetic process	311,4627,6683
GO:0032507+maintenance of protein location in cell	1627,6014,857,920
GO:0032508+DNA duplex unwinding	100302090,10111,10146,10856,10973,1105,1106,1107,1108,11277,1161,1653,1654,1660,1663,170506,1763,2074,22907,23064,254394,2547,25788,25913,301,3508,4361,440081,4683,51659,51750,54617,57680,57697,5965,641,6832,7486,7520,80119,8318,83990,84083,84296,84893,8607,92797,9400,9401,9557,9837
GO:0032509+endosome transport via multivesicular body sorting pathway	137492,155382,25978,27243,5119,51652,55048,55353,57132,6272,79720,83547
GO:0032510+endosome to lysosome transport via multivesicular body sorting pathway	1130,7415,80700,9525
GO:0032511+late endosome to vacuole transport via multivesicular body sorting pathway	23484,23585,54741,757
GO:0032515+negative regulation of phosphoprotein phosphatase activity	100507444,10776,10842,114794,116154,116224,116729,1408,145376,151242,153743,153769,2029,221692,221908,2280,2281,22853,23523,23645,261726,26472,284352,2932,392617,51400,51657,5502,5504,5511,5514,5524,5764,57718,58529,6295,6418,6992,80316,81706,84152,84687,84930,8725,9104,91272,94274,9749,9858
GO:0032516+positive regulation of phosphoprotein phosphatase activity	11314,186,23645,2475,3326,3672,3717,51231,5159,5524,801,805,808,84919,9863
GO:0032525+somite rostral/caudal axis specification	10959,134701,3975,4089,441478,57669,6911,7403,92129,9573
GO:0032526+response to retinoic acid	1032,10626,1196,124641,1512,1592,171023,1843,205860,22943,2706,3294,340485,3482,3485,3490,360,3658,4277,429,5020,5159,54332,5468,54834,54929,5727,5914,5915,5916,5950,6256,654,6720,7075,7478,7479,7484,8273,8648,9227,952,9536
GO:0032527+protein exit from endoplasmic reticulum	10113,29098,3998,4253,54732,6396,6836,9919
GO:0032528+microvillus organization	342035,5781
GO:0032532+regulation of microvillus length	10083,11344,5357,53841,54825,7429,7430
GO:0032534+regulation of microvillus assembly	5205,5337,5420,6624,688
GO:0032535+regulation of cellular component size	5728
GO:0032536+regulation of cell projection size	7477
GO:0032543+mitochondrial translation	130916,23395,283459,28973,3035,4701,51001,51021,51069,51081,51116,51258,51373,5188,54460,54948,55037,55168,55278,55699,57038,57129,6150,6183,64951,64960,64963,64968,65993,78988,84273,84340
GO:0032570+response to progesterone	10062,10266,10413,10499,10628,11057,1364,1446,1828,1829,2353,2354,23558,2560,2706,2821,4821,5020,5021,572,5732,5764,5970,6720,7040,7042,7043,7057,706,7097,7298,7337,8061,857,8648,952
GO:0032571+response to vitamin K	2155,632
GO:0032581+ER-dependent peroxisome organization	9409
GO:0032596+protein transport into membrane raft	23180,51308
GO:0032597+B cell receptor transport into membrane raft	100133941
GO:0032600+chemokine receptor transport out of membrane raft	100133941
GO:0032602+chemokine production	326,6279,6280
GO:0032604+granulocyte macrophage colony-stimulating factor production	11027
GO:0032606+type I interferon production	29110
GO:0032607+interferon-alpha production	11277,3665,64343
GO:0032608+interferon-beta production	340061,3665,81844
GO:0032609+interferon-gamma production	10859,3595,3702,554,64343,6693,7099,8320,8807
GO:0032611+interleukin-1 beta production	114548,29108,3140,3553,56670
GO:0032613+interleukin-10 production	4179,5580,7097
GO:0032615+interleukin-12 production	3952,5580
GO:0032616+interleukin-13 production	64806
GO:0032618+interleukin-15 production	11334
GO:0032620+interleukin-17 production	23180,3140
GO:0032621+interleukin-18 production	114548
GO:0032623+interleukin-2 production	2207,30968,6556,919
GO:0032632+interleukin-3 production	6556
GO:0032633+interleukin-4 production	3702
GO:0032634+interleukin-5 production	64806
GO:0032635+interleukin-6 production	11027,3553,3606,55870,64343,8807
GO:0032637+interleukin-8 production	11027,5319
GO:0032640+tumor necrosis factor production	351,54106,64343,7097
GO:0032642+regulation of chemokine production	161882,2532,6372,6591
GO:0032648+regulation of interferon-beta production	10475,114609,54476,7187
GO:0032649+regulation of interferon-gamma production	11035,1236,140885,961,9636
GO:0032651+regulation of interleukin-1 beta production	140885,1903,2149,8877
GO:0032652+regulation of interleukin-1 production	301
GO:0032653+regulation of interleukin-10 production	961
GO:0032655+regulation of interleukin-12 production	961
GO:0032667+regulation of interleukin-23 production	7040
GO:0032673+regulation of interleukin-4 production	3965
GO:0032674+regulation of interleukin-5 production	3568,3965
GO:0032675+regulation of interleukin-6 production	140885,824,84632,9261,961
GO:0032677+regulation of interleukin-8 production	5788
GO:0032680+regulation of tumor necrosis factor production	11277,140885,27086,284,4057,55773,7538,9261,961
GO:0032682+negative regulation of chemokine production	1969,3965
GO:0032685+negative regulation of granulocyte macrophage colony-stimulating factor production	8832
GO:0032687+negative regulation of interferon-alpha production	197358,23547,5802,84868
GO:0032688+negative regulation of interferon-beta production	10293,140885,197358,26146,29108,5495,5802,58509,5966,5971,7528,79671
GO:0032689+negative regulation of interferon-gamma production	10225,10859,114770,114771,2621,2625,29126,3146,3586,3965,50943,53833,558,5621,57115,5914,6375,64115,708,7099,7292,7356,80380,84868,8993,90865,9173
GO:0032690+negative regulation of interleukin-1 alpha production	6376
GO:0032691+negative regulation of interleukin-1 beta production	1524,2693,2950,409,4210,51738,54,54206,6376
GO:0032692+negative regulation of interleukin-1 production	3586,634,9971
GO:0032693+negative regulation of interleukin-10 production	149233,177,2213,28514,29126,3593,3620,3718,4317,50943,51561,64115,80380,8288
GO:0032695+negative regulation of interleukin-12 production	10464,11213,1240,201633,3586,3718,409,4210,54,6504,7057,708
GO:0032696+negative regulation of interleukin-13 production	282618,51176,7356
GO:0032700+negative regulation of interleukin-17 production	11334,26525,3071,3458,3592,3593,406888,406889,50943,5621,64115,7040,7099,7292
GO:0032701+negative regulation of interleukin-18 production	3586,8832
GO:0032703+negative regulation of interleukin-2 production	10524,11326,2625,30009,50943,51564,53833,5621,6375,7128,84868,89795,9454,9455,9971
GO:0032707+negative regulation of interleukin-23 production	5879,7099
GO:0032712+negative regulation of interleukin-3 production	84868
GO:0032713+negative regulation of interleukin-4 production	50943,51176,7356,80762,9308
GO:0032714+negative regulation of interleukin-5 production	282618,50943,51176,7356,8288
GO:0032715+negative regulation of interleukin-6 production	10365,11213,140885,1445,197358,2621,2629,26525,3071,3082,3586,408,409,5004,50943,54106,55829,5777,6376,6504,671,7099,7124,7128,79671,80149,84868,9655,9971
GO:0032717+negative regulation of interleukin-8 production	3586,406947,408,54106,56957,58509,671
GO:0032720+negative regulation of tumor necrosis factor production	10270,10457,11213,1139,1149,140885,197358,23405,23547,26191,2621,27202,2841,2950,3297,3586,384,3929,3965,406911,406912,406919,409,4157,4795,5004,50856,50943,54,5443,558,55829,5777,58509,5914,5987,6376,64115,6504,671,706,7099,7128,7291,80149,84868,9370,947
GO:0032722+positive regulation of chemokine production	136,2865,2867,3091,3569,3570,3574,3929,51284,54106,5610,6868,7097,7098,7099,7124,84868,85480,8767
GO:0032723+positive regulation of connective tissue growth factor production	3596,9475
GO:0032725+positive regulation of granulocyte macrophage colony-stimulating factor production	10125,149233,23586,3553,3593,3606,3670,5047,51561,53342,54106
GO:0032727+positive regulation of interferon-alpha production	23586,29072,29110,3329,3661,3663,3665,57506,64135,6772,7099,8767
GO:0032728+positive regulation of interferon-beta production	10211,10621,10622,10623,11128,1654,23586,26137,29110,3148,3659,3661,3663,3665,54106,55703,57506,5781,64135,661,7097,7098,7099,84282,8767,8780
GO:0032729+positive regulation of interferon-gamma production	100528032,10666,114836,149233,22914,282618,29108,3113,3115,3265,3329,3394,3553,3554,3558,3570,3592,3593,3594,3595,3606,3670,4049,5142,5144,51561,51571,54440,602,6556,7099,7124,7292,729230,7294,7474,7784,7855,84868,8767,8772,8809,916,929,9466
GO:0032730+positive regulation of interleukin-1 alpha production	3670
GO:0032731+positive regulation of interleukin-1 beta production	10392,3315,3428,3670,3717,4088,55765,64127,9447
GO:0032732+positive regulation of interleukin-1 production	3066,7099,84868
GO:0032733+positive regulation of interleukin-10 production	10464,11334,201633,2207,3082,3146,3329,3593,4179,51561,53833,54106,54440,55765,6375,64127,7097,7099,7292,85480,9308,940,947,959
GO:0032735+positive regulation of interleukin-12 production	114609,1236,149233,177,23236,3135,3146,3329,3394,3458,3593,3620,3663,3670,51561,54106,6363,7097,7098,7099,7292,8767,948,958,959
GO:0032736+positive regulation of interleukin-13 production	114548,3133,3556,3565,5914,7292,85480,90865
GO:0032738+positive regulation of interleukin-15 production	114609
GO:0032740+positive regulation of interleukin-17 production	114836,149233,3558,3593,3600,3606,4063,4615,51561,5588,59067,64127,7040
GO:0032741+positive regulation of interleukin-18 production	1660,338321,373509,54106,7097
GO:0032743+positive regulation of interleukin-2 production	10892,25865,301,5142,5144,54440,6188,6885,7186,7189,729230,861,8767,9308
GO:0032747+positive regulation of interleukin-23 production	1437,23765,3458,3605,4615
GO:0032753+positive regulation of interleukin-4 production	1051,114548,2207,2625,3133,3965,50943,53833,54440,5588,5590,5914,6850,7292,7784,8288,84868,90865,916,940,959
GO:0032754+positive regulation of interleukin-5 production	114548,3556,5144,5914,85480,90865,9173
GO:0032755+positive regulation of interleukin-6 production	10288,10392,10417,114900,127540,136,148022,1535,2207,23586,26137,26525,27177,27178,27179,29108,3146,3329,338382,3553,3557,3569,3570,3670,3929,400709,407048,407049,4317,4615,5027,51284,51311,53342,54106,55122,55765,55773,5603,56300,5781,64127,64170,7097,7098,7099,7292,7349,7474,84639,85480,8767,8808,90865,9181,948
GO:0032757+positive regulation of interleukin-8 production	11315,114609,1649,23586,25865,2658,3303,3304,3553,3929,4615,5054,51157,51284,53342,54106,57506,64127,7097,7098,7099,7100,7124,84632,8737,8772,9370
GO:0032759+positive regulation of TRAIL production	3133
GO:0032760+positive regulation of tumor necrosis factor production	10125,10392,10417,10564,114609,1191,127540,148022,1535,1652,2207,23643,26137,29108,3066,3133,3146,3593,3670,3717,3929,3952,4282,4776,51561,5196,5295,54106,54440,5724,57506,5781,5788,5795,58515,6348,6363,64127,64170,6833,7097,7098,7099,7291,8737,8767,8772,914,9181,929,948
GO:0032762+mast cell cytokine production	1113,3815
GO:0032764+negative regulation of mast cell cytokine production	3162,604
GO:0032765+positive regulation of mast cell cytokine production	2207,8013,8915
GO:0032769+negative regulation of monooxygenase activity	406920,407019,494327,6622
GO:0032770+positive regulation of monooxygenase activity	2668,5447
GO:0032773+positive regulation of monophenol monooxygenase activity	1001
GO:0032774+RNA biosynthetic process	6023,7015,81488,9412
GO:0032775+DNA methylation on adenine	29104,64863
GO:0032776+DNA methylation on cytosine	29947
GO:0032780+negative regulation of ATPase activity	10105,1266,4057,5018,51025,5350,54899,64089,7137,7139,7248,79609,93974
GO:0032781+positive regulation of ATPase activity	10049,10294,10598,11080,11345,120526,130872,131118,150274,163590,2255,229,23234,26092,26097,27000,29103,2968,3300,3301,3337,4607,4634,4635,481,482,483,496,51726,5216,5217,54431,5864,5867,64215,7139,7168,7266,846,8775,9104
GO:0032782+bile acid secretion	10809,123264,200931,5244,846,9368
GO:0032784+regulation of DNA-templated transcription, elongation	10102,2074,27336,284695,51224,57805,6919,8861,9984
GO:0032785+negative regulation of DNA-templated transcription, elongation	6827,6829
GO:0032786+positive regulation of DNA-templated transcription, elongation	10189,11198,2074,3150,6827,6829,7919,80237,8178,8563,8812,904,905,9984
GO:0032787+monocarboxylic acid metabolic process	10249,1544,1559
GO:0032788+saturated monocarboxylic acid metabolic process	122970
GO:0032789+unsaturated monocarboxylic acid metabolic process	122970
GO:0032790+ribosome disassembly	1939,219402,28985,4528,53918,84340,8562,92399
GO:0032792+negative regulation of CREB transcription factor activity	150094,1649,222487,440275,4488,50943
GO:0032793+positive regulation of CREB transcription factor activity	107,114,200186,2044,23373,25865,266977,283629,401135,4345,4985,5587,5649,57118,64784,7422,7804,8986,9252
GO:0032796+uropod organization	11151,4627
GO:0032800+receptor biosynthetic process	3586,59272,7124
GO:0032801+receptor catabolic process	1020,30849,4734,51100,55614,5641,57154,7040,7405,823,83891,8678
GO:0032802+low-density lipoprotein particle receptor catabolic process	1173,1175,1211,1213,160,161,163,255738,29116,7436
GO:0032803+regulation of low-density lipoprotein particle receptor catabolic process	29116
GO:0032804+negative regulation of low-density lipoprotein particle receptor catabolic process	302,304,5045
GO:0032805+positive regulation of low-density lipoprotein particle receptor catabolic process	255738,348
GO:0032808+lacrimal gland development	2255,2263,2296,3321,5080,6662,6663
GO:0032811+negative regulation of epinephrine secretion	1392,1394,150,151,152,7349
GO:0032812+positive regulation of epinephrine secretion	7432,9607
GO:0032814+regulation of natural killer cell activation	3952
GO:0032815+negative regulation of natural killer cell activation	100507436,10464,25807,84868
GO:0032816+positive regulation of natural killer cell activation	148022,3570,3592,3593,388552,51561,7305
GO:0032817+regulation of natural killer cell proliferation	26191,3952
GO:0032819+positive regulation of natural killer cell proliferation	149233,2323,3133,3593,3600,3606,51561,6777
GO:0032823+regulation of natural killer cell differentiation	257101,639
GO:0032825+positive regulation of natural killer cell differentiation	10125,22890,2323,2621,3600,558,6777,9760
GO:0032826+regulation of natural killer cell differentiation involved in immune response	257101
GO:0032827+negative regulation of natural killer cell differentiation involved in immune response	114770,114771,57115,8993
GO:0032831+positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation	50943
GO:0032834+positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation involved in immune response	3458,3965
GO:0032835+glomerulus development	2028,25937,26508,51196,57216,5800,596,6943,7490
GO:0032836+glomerular basement membrane development	1285,1286,23213,4358,4643,4811,4868,55959,7490
GO:0032848+negative regulation of cellular pH reduction	596
GO:0032849+positive regulation of cellular pH reduction	551,552,760,766
GO:0032868+response to insulin	130399,133,139596,1407,143686,15,181,1958,1959,2170,22937,23411,2475,2650,2692,2806,28999,3030,3033,3291,3383,3586,3636,3667,3692,376497,3795,3952,4067,4149,4160,4435,4878,494328,4986,5009,51043,5105,51052,51083,51141,5207,5350,5465,56729,5798,59341,5970,6272,6429,6431,6513,6814,6833,7097,7248,7352,7425,790,83667,847,8473,85569,8743,8836,9852
GO:0032869+cellular response to insulin stimulus	10014,1019,10580,10890,11031,11132,132864,133060,142,2058,207,208,2241,23038,2308,23175,23191,23433,255738,2645,2692,2693,2729,2805,2822,286753,2931,2950,29904,339,353,3625,3643,3667,406895,406896,406901,4141,4218,4644,5058,5105,5106,5140,5167,5170,51762,51763,5295,5296,5313,5315,5319,54206,5458,5468,5471,55667,55829,5584,5590,5591,5728,57761,5872,6198,634,6430,64506,64900,6517,6548,6667,6714,6715,677,6770,6772,6844,7351,7391,7494,7532,84275,8660,8837,8850,9370,94056,9663,9734,9847,9882
GO:0032870+cellular response to hormone stimulus	10266,10267,10268,10499,10886,114814,150,1584,1585,1834,1843,199,2353,2354,2690,2798,285601,3485,3490,3725,3726,3727,440,5021,51763,5228,552,553,554,6092,64106,6586,6774,6777,7350,7352,8202,8648,8835,886,8912,8985,9353
GO:0032872+regulation of stress-activated MAPK cascade	26585,2950,355,4077,5052,5594,5595,5604,5605
GO:0032873+negative regulation of stress-activated MAPK cascade	2305,2308,2950,3476,4609,55872,5859
GO:0032874+positive regulation of stress-activated MAPK cascade	10494,10550,11235,23008,23542,3156,4281,51347,54910,55765,55801,5610,57551,64127,64170,7042,9344
GO:0032876+negative regulation of DNA endoreduplication	10735,26271,2956,4361,55294,8243,9126
GO:0032877+positive regulation of DNA endoreduplication	144455,79733
GO:0032878+regulation of establishment or maintenance of cell polarity	3993,3996,7010
GO:0032880+regulation of protein localization	10049,10228,10346,10399,116,1951,199221,221938,2280,22848,23075,23077,23207,23216,23376,23531,26156,27077,27183,3630,398,4301,4824,51057,51127,51552,5172,51804,55294,5599,5727,6495,6847,7016,7175,7341,7432,79583,79866,8301,85300,8536,85363,8677,8976,9101,9367,9910
GO:0032886+regulation of microtubule-based process	1729,2064,23122,23499,2932,324,51072,54627,57542
GO:0032889+regulation of vacuole fusion, non-autophagic	64601
GO:0032897+negative regulation of viral transcription	10206,10410,11043,11074,22954,55223,5987,6737,7538,81559,81603,9830
GO:0032900+negative regulation of neurotrophin production	134
GO:0032901+positive regulation of neurotrophin production	9001
GO:0032902+nerve growth factor production	5045,5046
GO:0032904+negative regulation of nerve growth factor production	5045
GO:0032909+regulation of transforming growth factor beta2 production	3091,4088,4089,7042
GO:0032911+negative regulation of transforming growth factor beta1 production	23607,2627,5045,55353
GO:0032912+negative regulation of transforming growth factor beta2 production	1001,2627
GO:0032913+negative regulation of transforming growth factor beta3 production	100133941
GO:0032914+positive regulation of transforming growth factor beta1 production	10159,4060,50943,6376,7057,8710
GO:0032915+positive regulation of transforming growth factor beta2 production	1386,7481
GO:0032916+positive regulation of transforming growth factor beta3 production	1385,4088
GO:0032918+spermidine acetylation	112483,340562,6303
GO:0032919+spermine acetylation	112483
GO:0032920+putrescine acetylation	112483
GO:0032922+circadian regulation of gene expression	10135,10419,10499,10514,10743,10891,112464,1407,1408,1453,1454,148523,1813,1814,1958,196,23411,25819,2673,3065,3066,3192,3398,406,4159,4297,463,468,4804,4862,5187,5371,5465,5499,5500,5501,55366,5927,5971,6095,6097,6928,7150,79365,8204,83759,8473,8553,8863,8864,9099,9112,9500,9572,9575,9607
GO:0032924+activin receptor signaling pathway	130399,148738,151449,2658,27302,3624,3625,392255,4087,4088,659,7046,90,91,92,93,94
GO:0032925+regulation of activin receptor signaling pathway	2255,2280,4092,4221
GO:0032926+negative regulation of activin receptor signaling pathway	10272,10468,23592,3547,6497,90,9350,9863
GO:0032927+positive regulation of activin receptor signaling pathway	1460,2254,23144,4838,91,92,93
GO:0032928+regulation of superoxide anion generation	6850
GO:0032929+negative regulation of superoxide anion generation	26574,54,5446
GO:0032930+positive regulation of superoxide anion generation	1401,1535,183,1956,2150,2358,2771,2773,2950,3684,3689,4137,5580,57126,6647,7040
GO:0032933+SREBP signaling pathway	10613,11160,22937,3638,51141,55160,83939
GO:0032940+secretion by cell	10461,26154,5045,5046,51192,5270,558,55850,6804,7301
GO:0032943+mononuclear cell proliferation	1636,7040
GO:0032945+negative regulation of mononuclear cell proliferation	10859
GO:0032946+positive regulation of mononuclear cell proliferation	1435,3592,3593
GO:0032956+regulation of actin cytoskeleton organization	10395,10458,11151,11170,11211,11344,128272,1398,171177,1946,2039,2042,2044,22836,23433,23616,2475,25,253260,27289,2824,284266,2909,29984,3273,343578,3611,387,388,389,390,391,399,4035,5066,5154,5159,54509,54959,55114,55704,5580,57216,57381,57551,57822,58480,6093,64223,6624,683,684,7430,79541,79822,7984,8153,85458,8558,8851,9026,9344,93663,9475,9620,9912,998
GO:0032957+inositol trisphosphate metabolic process	3705,3707
GO:0032958+inositol phosphate biosynthetic process	117283,2247,23262,253430,3706,3707,51447,64768,80271,9677,9807
GO:0032959+inositol trisphosphate biosynthetic process	113026,23007,23228,23236,51196,5330,5331,5332,5333,5334,5335,5336,5724,84812,89869,9651
GO:0032960+regulation of inositol trisphosphate biosynthetic process	2185
GO:0032962+positive regulation of inositol trisphosphate biosynthetic process	2852,3269,3973,5028,5031,5449
GO:0032963+collagen metabolic process	10536,23371,26276,3091,3397,406991,5027,5351,5352,55214,63894,64175,7148,8985
GO:0032964+collagen biosynthetic process	10536,10609,1277,1289,383,57333,871,9508,9697
GO:0032965+regulation of collagen biosynthetic process	406937
GO:0032966+negative regulation of collagen biosynthetic process	11117,114757,2805,3569,407000,407001,407021,407024,407025,407048,407049,4261,4880,54206,5467,5468,5906
GO:0032967+positive regulation of collagen biosynthetic process	1490,2022,2147,2149,265,28984,3066,3549,3673,409,4602,51430,5159,5345,54361,55323,57332,642658,652,7040,7043,7349,7431,8710,90993
GO:0032968+positive regulation of transcription elongation from RNA polymerase II promoter	1025,11198,123169,23168,23476,2962,2963,51755,54623,55837,643376,6830,6921,79577,80349,8178,8621,9646
GO:0032970+regulation of actin filament-based process	122786,1265,58527
GO:0032971+regulation of muscle filament sliding	4607,85366
GO:0032972+regulation of muscle filament sliding speed	7134,7139
GO:0032976+release of matrix enzymes from mitochondria	581
GO:0032979+protein insertion into mitochondrial inner membrane from matrix side	285521,5018,79568
GO:0032980+keratinocyte activation	3849
GO:0032981+mitochondrial respiratory chain complex I assembly	126328,137682,25915,284184,28976,29078,29090,374291,4535,4536,4537,4538,4540,4541,4694,4695,4696,4698,4700,4701,4702,4704,4705,4706,4707,4708,4709,4710,4711,4712,4713,4714,4715,4716,4717,4718,4719,4720,4722,4723,4724,4725,4726,4728,4729,4731,5018,51079,51103,51295,51300,54539,55101,55471,55572,55744,55863,55967,617,6901,79133,80224,90871,91942
GO:0032984+protein-containing complex disassembly	10013,400916,54541
GO:0032986+protein-DNA complex disassembly	4609,9349
GO:0032990+cell part morphogenesis	5819
GO:0033002+muscle cell proliferation	84466
GO:0033003+regulation of mast cell activation	4067,5359
GO:0033004+negative regulation of mast cell activation	1268,1269,146722,284021,8832
GO:0033005+positive regulation of mast cell activation	10666,5819,64109,85480
GO:0033007+negative regulation of mast cell activation involved in immune response	11314,2241,5169
GO:0033025+regulation of mast cell apoptotic process	6868
GO:0033026+negative regulation of mast cell apoptotic process	2207,4254
GO:0033028+myeloid cell apoptotic process	382
GO:0033029+regulation of neutrophil apoptotic process	23657
GO:0033030+negative regulation of neutrophil apoptotic process	3579,3707
GO:0033031+positive regulation of neutrophil apoptotic process	301,338442,5291,5293
GO:0033032+regulation of myeloid cell apoptotic process	5728,7067
GO:0033033+negative regulation of myeloid cell apoptotic process	10296,23601,350,4282,596
GO:0033034+positive regulation of myeloid cell apoptotic process	9370
GO:0033036+macromolecule localization	3929
GO:0033037+polysaccharide localization	50515
GO:0033043+regulation of organelle organization	23271,57662
GO:0033044+regulation of chromosome organization	201161,4137,81620
GO:0033045+regulation of sister chromatid segregation	116028
GO:0033058+directional locomotion	2903,2905,348110
GO:0033059+cellular pigmentation	5443
GO:0033076+isoquinoline alkaloid metabolic process	1565,1644,7054
GO:0033077+T cell differentiation in thymus	1021,11035,1499,22890,23210,2737,29781,3981,5591,567,5896,5897,596,6469,64919,677,6777,678,6868,7471,7855,79576,8324,8325,8772,9093,9935
GO:0033080+immature T cell proliferation in thymus	54361
GO:0033081+regulation of T cell differentiation in thymus	1209,6647,6654,6935,814
GO:0033082+regulation of extrathymic T cell differentiation	257101,639
GO:0033085+negative regulation of T cell differentiation in thymus	2302,3549,652,84524,84807
GO:0033087+negative regulation of immature T cell proliferation	2796
GO:0033088+negative regulation of immature T cell proliferation in thymus	2064,23240,3549,652
GO:0033089+positive regulation of T cell differentiation in thymus	100,101,10125,1960,2736,3549,3575,6469,8876,9840
GO:0033091+positive regulation of immature T cell proliferation	8767
GO:0033092+positive regulation of immature T cell proliferation in thymus	50943,6469
GO:0033108+mitochondrial respiratory chain complex assembly	25813,57505,7019,83943
GO:0033119+negative regulation of RNA splicing	5725,58155,6207,6231,7009,9991
GO:0033120+positive regulation of RNA splicing	11338,1859,2081,22927,23064,282996,3303,5295,5430,55696,6426,6430,8882,92906
GO:0033127+regulation of histone phosphorylation	10270,26993
GO:0033128+negative regulation of histone phosphorylation	7291,7320,9555
GO:0033129+positive regulation of histone phosphorylation	1025,2332,3553,472,5595,891,8986,9252
GO:0033132+negative regulation of glucokinase activity	1353,2646,3170,5071,90007
GO:0033133+positive regulation of glucokinase activity	11266,5207,5208,572,5903
GO:0033135+regulation of peptidyl-serine phosphorylation	23228,253260,3270,5334,5562,57731,64324
GO:0033137+negative regulation of peptidyl-serine phosphorylation	10399,152559,154043,1756,2039,22876,22943,23171,27124,286430,3082,4092,4690,51085,5144,51763,54541,578,581,624,8440,857,9647,9770
GO:0033138+positive regulation of peptidyl-serine phosphorylation	10013,10044,10045,10142,10178,10253,10268,10411,10456,10459,11235,11315,117854,1389,1440,1956,1981,207,219736,25865,2621,2641,284,29110,3059,3320,3326,345611,351,3569,3589,369,3976,408,409,4282,4515,4908,4915,4916,493,4985,5008,5058,5217,5290,54386,551,5587,5743,57521,57600,5894,596,6423,64754,65018,65981,6622,673,6789,7040,7124,7295,7349,7422,7474,79109,799,8115,8312,8412,8536,85440,85456,857,8767,89780,9113,9125,9530,960,9623,96459
GO:0033140+negative regulation of peptidyl-serine phosphorylation of STAT protein	11137,79893
GO:0033141+positive regulation of peptidyl-serine phosphorylation of STAT protein	2074,338376,3439,3440,3441,3442,3443,3444,3445,3446,3447,3448,3449,3451,3452,3456,3458,3467,3976,56832,5979
GO:0033143+regulation of intracellular steroid hormone receptor signaling pathway	2692
GO:0033144+negative regulation of intracellular steroid hormone receptor signaling pathway	190,387,811
GO:0033145+positive regulation of intracellular steroid hormone receptor signaling pathway	7329
GO:0033146+regulation of intracellular estrogen receptor signaling pathway	10498,161582,200845,2099,23376,51569,55325,57678,65992,6714,79876,8312,861,865,9113
GO:0033147+negative regulation of intracellular estrogen receptor signaling pathway	11331,167465,23019,25959,285464,29966,3670,4848,672,81606,8626,8928,9125,9420
GO:0033148+positive regulation of intracellular estrogen receptor signaling pathway	10413,142,149563,23558,3169,367,5058,5469,6502,79447,8085
GO:0033151+V(D)J recombination	3146,3148,3978,3980,3981,5896,5897,64421,9730
GO:0033152+immunoglobulin V(D)J recombination	3981,5591,6929
GO:0033153+T cell receptor V(D)J recombination	3981,51176,5591,64919,6932
GO:0033157+regulation of intracellular protein transport	23400,3936,5770,79628,81565
GO:0033168+conversion of ds siRNA to ss siRNA involved in RNA interference	23405
GO:0033169+histone H3-K9 demethylation	221037,23028,23030,23081,23133,3299,390245,51780,5253,55693,55806,55818,5927,80853,9682
GO:0033173+calcineurin-NFAT signaling cascade	10725,1827,4772,4773,4775,4776,5530,5532,5533,5534,576,90070
GO:0033182+regulation of histone ubiquitination	7334
GO:0033184+positive regulation of histone ubiquitination	23028
GO:0033189+response to vitamin A	1543,1592,1788,1789,2056,2626,383,5467,5468,56603,57817,5914,6569,7252,7298,847,8854,9227
GO:0033194+response to hydroperoxide	1147,2054,2876,3717,4535,6667,6810,7515,7732,952
GO:0033197+response to vitamin E	100,210,2281,3157,383,3952,595,847,8678
GO:0033198+response to ATP	1609,1791,22953,24145,3553,3767,5023,5025,5026,5027,5313,5728,6402,6546,7222,9127
GO:0033206+meiotic cytokinesis	10096,10097
